health_facility_id,facility_name,island_id,atoll_id,is_public,facility_level,facility_type,address,contact_phone,contact_email,original_location
44,Baa Fehendhoo Health Centre,22.0,3.0,True,Health Centre Grade 1,,,,,Baa Fehendhoo
45,Baa Fulhadhoo Health Centre,23.0,3.0,True,Health Centre Grade 1,,,,,Baa Fulhadhoo
46,Baa Thulhaadhoo Health Centre,31.0,3.0,True,Health Centre Grade 4,,,,,Baa Thulhaadhoo
47,Baa Dhonfanu Health Centre,20.0,3.0,True,Health Centre Grade 1,,,,,Baa Dhonfanu
48,Baa Kihaadhoo Health Centre,28.0,3.0,True,Health Centre Grade 1,,,,,Baa Kihaadhoo
49,Baa Kamadhoo Health Centre,26.0,3.0,True,Health Centre Grade 1,,,,,Baa Kamadhoo
50,Baa Maalhos Health Centre,30.0,3.0,True,Health Centre Grade 1,,,,,Baa Maalhos
51,Baa Kudarikilu Health Centre,29.0,3.0,True,Health Centre Grade 1,,,,,Baa Kudarikilu
52,Baa Goidhoo Health Centre,163.0,19.0,True,Health Centre Grade 3,,,,,Baa Goidhoo
53,Baa Dharavandhoo Health Centre,19.0,3.0,True,Health Centre Grade 3,,,,,Baa Dharavandhoo
54,Baa Hithaadhoo Health Centre,25.0,3.0,True,Health Centre Grade 2,,,,,Baa Hithaadhoo
55,Baa Kendhoo Health Centre,27.0,3.0,True,Health Centre Grade 3,,,,,Baa Kendhoo
56,Senahiya Military Hospital,122.0,14.0,True,General Clinic,,,,,MLE
57,Abdul Samad Memorial Hospital,122.0,14.0,True,Hospital Grade 3,,,,,MLE
58,Gaafu Dhaalu Nadella Health Centre,57.0,7.0,True,Health Centre Grade 2,,,,,Gaafu Dhaalu Nadella
59,Gaafu Dhaalu Madaveli Health Centre,56.0,7.0,True,Health Centre Grade 2,,,,,Gaafu Dhaalu Madaveli
60,Gaafu Dhaalu Gahdhoo Health Centre,54.0,7.0,True,Health Centre Grade 4,,,,,Gaafu Dhaalu Gahdhoo
61,Gaafu Dhaalu Fiyoaree Health Centre,53.0,7.0,True,Health Centre Grade 2,,,,,Gaafu Dhaalu Fiyoaree
62,Gaafu Dhaalu Vaadhoo Health Centre,151.0,17.0,True,Health Centre Grade 3,,,,,Gaafu Dhaalu Vaadhoo
63,Ungoofaaru Regional Hospital,150.0,17.0,True,Hospital Grade 3,,,,,Raa Ungoofaaru
64,Raa Vaadhoo Health Centre,151.0,17.0,True,Health Centre Grade 1,,,,,Raa Vaadhoo
65,Raa Fainu Health Centre,140.0,17.0,True,Health Centre Grade 1,,,,,Raa Fainu
66,Raa Madduvari Health Centre,146.0,17.0,True,Health Centre Grade 3,,,,,Raa Madduvari
67,Raa Kinolhohu Health Centre,144.0,17.0,True,Health Centre Grade 1,,,,,Raa Kinolhohu
68,Raa Maakurath Health Centre,145.0,17.0,True,Health Centre Grade 2,,,,,Raa Maakurath
69,Raa Inguraidhoo Health Centre,142.0,17.0,True,Health Centre Grade 3,,,,,Raa Inguraidhoo
70,Raa Angolhitheem Health Centre,138.0,17.0,True,Health Centre Grade 1,,,,,Raa Angolhitheem
71,Raa Innamaadhoo Health Centre,143.0,17.0,True,Health Centre Grade 1,,,,,Raa Innamaadhoo
72,Raa Meedhoo Health Centre,157.0,18.0,True,Health Centre Grade 3,,,,,Raa Meedhoo
73,Raa Rasgetheem Health Centre,148.0,17.0,True,Health Centre Grade 1,,,,,Raa Rasgetheem
74,Raa Dhuvaafaru Health Centre,139.0,17.0,True,Health Centre Grade 4,,,,,Raa Dhuvaafaru
75,Addu Equatorial Hospital,153.0,18.0,True,Tertiary,,,,,Seenu Hithadhoo
76,Seenu Feydhoo Health Centre,160.0,19.0,True,Health Centre Grade 3,,,,,Seenu Feydhoo
77,Seenu Maradhoo Health Centre,155.0,18.0,True,Health Centre Grade 3,,,,,Seenu Maradhoo
78,Seenu Hulhu-meedhoo Health Centre,154.0,18.0,True,Health Centre Grade 3,,,,,Seenu Hulhu-meedhoo
79,Alifu Alifu Atoll Hospital,6.0,1.0,True,Hospital Grade 1,,,,,Alifu Alifu Rasdhoo
80,Alifu Alifu Himandhoo Health Centre,3.0,1.0,True,Health Centre Grade 1,,,,,Alifu Alifu Himandhoo
81,Alifu Alifu Maalhos Health Centre,30.0,3.0,True,Health Centre Grade 1,,,,,Alifu Alifu Maalhos
82,Alifu Alifu Feridhoo Health Centre,2.0,1.0,True,Health Centre Grade 2,,,,,Alifu Alifu Feridhoo
83,Alifu Alifu Bodufulhadhoo Health Centre,1.0,1.0,True,Health Centre Grade 1,,,,,Alifu Alifu Bodufulhadhoo
84,Alifu Alifu Mathiveri Health Centre,5.0,1.0,True,Health Centre Grade 3,,,,,Alifu Alifu Mathiveri
85,Alifu Alifu Thoddoo Health Centre,7.0,1.0,True,Health Centre Grade 3,,,,,Alifu Alifu Thoddoo
86,Alifu Alifu Ukulhas Health Centre,8.0,1.0,True,Health Centre Grade 3,,,,,Alifu Alifu Ukulhas
87,Shaviyani Atoll Hospital,162.0,19.0,True,Hospital Grade 2,,,,,Shaviyani Funadhoo
88,Shaviyani Maroshi Health Centre,168.0,19.0,True,Health Centre Grade 2,,,,,Shaviyani Maroshi
89,Shaviyani Feydhoo Health Centre,160.0,19.0,True,Health Centre Grade 2,,,,,Shaviyani Feydhoo
90,Shaviyani Narudhoo Health Centre,170.0,19.0,True,Health Centre Grade 1,,,,,Shaviyani Narudhoo
91,Shaviyani Kanditheemu Health Centre,164.0,19.0,True,Health Centre Grade 2,,,,,Shaviyani Kanditheemu
92,Shaviyani Komandoo Health Centre,165.0,19.0,True,Health Centre Grade 3,,,,,Shaviyani Komandoo
93,Shaviyani Bilehfahi Health Centre,158.0,19.0,True,Health Centre Grade 1,,,,,Shaviyani Bilehfahi
94,Shaviyani Milandhoo Health Centre,169.0,19.0,True,Health Centre Grade 3,,,,,Shaviyani Milandhoo
95,Shaviyani Maaungoodhoo Health Centre,167.0,19.0,True,Health Centre Grade 2,,,,,Shaviyani Maaungoodhoo
96,Shaviyani Foakaidhoo Health Centre,161.0,19.0,True,Health Centre Grade 3,,,,,Shaviyani Foakaidhoo
97,Shaviyani Feevah Health Centre,159.0,19.0,True,Health Centre Grade 2,,,,,Shaviyani Feevah
98,Shaviyani Goidhoo Health Centre,163.0,19.0,True,Health Centre Grade 1,,,,,Shaviyani Goidhoo
99,Shaviyani Noomaraa Health Centre,171.0,19.0,True,Health Centre Grade 1,,,,,Shaviyani Noomaraa
100,Shaviyani Lhaimagu Health Centre,166.0,19.0,True,Health Centre Grade 1,,,,,Shaviyani Lhaimagu
101,Maldives Correctional Services Medical Centre (Jail),96.0,11.0,True,General Clinic,,,,,K. Maafushi
102,Hulhumale' Hospital,121.0,14.0,True,Hospital Grade 3,,,,,Hulhumale'
103,Dhaalu Atoll Hospital,34.0,4.0,True,Hospital Grade 1,,,,,Dhaalu Kudahuvadhoo
104,Dhaalu Hulhudheli Health Centre,33.0,4.0,True,Hospital Grade 1,,,,,Dhaalu Hulhudheli
105,Dhaalu Meedhoo Health Centre,157.0,18.0,True,Hospital Grade 3,,,,,Dhaalu Meedhoo
106,Dhaalu Rinbidhoo Health Centre,37.0,4.0,True,Hospital Grade 1,,,,,Dhaalu Rinbidhoo
107,Dhaalu Bandidhoo Health Centre,32.0,4.0,True,Hospital Grade 2,,,,,Dhaalu Bandidhoo
108,Faafu Atoll Hospital,50.0,6.0,True,Hospital Grade 1,,,,,Faafu Nilandhoo
109,Faafu Feeali Health Centre,40.0,5.0,True,Health Centre Grade 2,,,,,Faafu Feeali
110,Faafu Dharanboodhoo Health Centre,39.0,5.0,True,Health Centre Grade 1,,,,,Faafu Dharanboodhoo
111,Faafu Biledhoo Health Centre,38.0,5.0,True,Health Centre Grade 2,,,,,Faafu Biledhoo
112,Faafu Magoodhoo Health Centre,133.0,16.0,True,Health Centre Grade 2,,,,,Faafu Magoodhoo
113,Meemu Kolhufushi Health Centre,114.0,15.0,True,Health Centre Grade 4,,,,,Meemu Kolhufushi
114,Meemu Mulak Health Centre,116.0,15.0,True,Health Centre Grade 3,,,,,Meemu Mulak
115,Meemu Naalaafushi Health Centre,118.0,15.0,True,Health Centre Grade 4,,,,,Meemu Naalaafushi
116,Meemu Maduvvaree Health Centre,146.0,17.0,True,Health Centre Grade 4,,,,,Meemu Maduvvaree
117,Meemu Dhiggaru Health Centre,113.0,15.0,True,Health Centre Grade 4,,,,,Meemu Dhiggaru
118,Meemu Mulee Regional Hospital,117.0,15.0,True,Hospital Grade 1,,,,,Meemu Mulee
119,Meemu Raimandhoo Health Centre,119.0,15.0,True,Health Centre Grade 4,,,,,Meemu Raimandhoo
120,Meemu Veyvah Health Centre,120.0,15.0,True,Health Centre Grade 1,,,,,Meemu Veyvah
121,Thaa Gaadhifushi Health Centre,174.0,20.0,True,Health Centre Grade 1,,,,,Thaa Gaadhifushi
122,Thaa Kandhoodhoo Health Centre,177.0,20.0,True,Health Centre Grade 1,,,,,Thaa Kandhoodhoo
123,Thaa Omadhoo Health Centre,180.0,20.0,True,Health Centre Grade 2,,,,,Thaa Omadhoo
124,Thaa Dhiyamigili Health Centre,173.0,20.0,True,Health Centre Grade 2,,,,,Thaa Dhiyamigili
125,Thaa Vandhoo Health Centre,182.0,20.0,True,Health Centre Grade 1,,,,,Thaa Vandhoo
126,Thaa Madifushi Health Centre,179.0,20.0,True,Health Centre Grade 3,,,,,Thaa Madifushi
127,Thaa Buruni Health Centre,172.0,20.0,True,Health Centre Grade 2,,,,,Thaa Buruni
128,Thaa Kinbidhoo Health Centre,178.0,20.0,True,Health Centre Grade 2,,,,,Thaa Kinbidhoo
129,Thaa Vilufushi Health Centre,184.0,20.0,True,Health Centre Grade 3,,,,,Thaa Vilufushi
130,Thaa Guraidhoo Health Centre,175.0,20.0,True,Health Centre Grade 3,,,,,Thaa Guraidhoo
131,Thaa Thimarafushi Health Centre,181.0,20.0,True,Health Centre Grade 3,,,,,Thaa Thimarafushi
132,Thaa Hirilandhoo Health Centre,176.0,20.0,True,Health Centre Grade 3,,,,,Thaa Hirilandhoo
133,Thaa Atoll Hospital,183.0,20.0,True,Hospital Grade 2,,,,,Thaa Veymandhoo
134,Lhaviyani Atoll Hospital,111.0,13.0,True,Hospital Grade 2,,,,,Lhaviyani Naifaru
135,Lhaviyani Kurendhoo Health Centre,110.0,13.0,True,Health Centre Grade 3,,,,,Lhaviyani Kurendhoo
136,Lhaviyani Olhuvelifushi Health Centre,112.0,13.0,True,Health Centre Grade 3,,,,,Lhaviyani Olhuvelifushi
137,Lhaviyani Hinnavaru Health Centre,109.0,13.0,True,Health Centre Grade 4,,,,,Lhaviyani Hinnavaru
138,General Practice Clinic,121.0,14.0,True,General Clinic,,,,,Hulhumale'
139,Haa Dhaalu Finey Health Centre,76.0,10.0,True,Health Centre Grade 1,,,,,Haa Dhaalu Finey
140,Haa Dhaalu Hanimaadhoo Health Centre,77.0,10.0,True,Health Centre Grade 3,,,,,Haa Dhaalu Hanimaadhoo
141,Haa Dhaalu Hirimaradhoo Health Centre,78.0,10.0,True,Health Centre Grade 1,,,,,Haa Dhaalu Hirimaradhoo
142,Haa Dhaalu Kumundhoo Health Centre,80.0,10.0,True,Health Centre Grade 1,,,,,Haa Dhaalu Kumundhoo
143,Haa Dhaalu Kurinbi Health Centre,81.0,10.0,True,Health Centre Grade 1,,,,,Haa Dhaalu Kurinbi
144,Haa Dhaalu Makunudhoo Health Centre,82.0,10.0,True,Health Centre Grade 3,,,,,Haa Dhaalu Makunudhoo
145,Haa Dhaalu Navaidhoo Health Centre,83.0,10.0,True,Health Centre Grade 1,,,,,Haa Dhaalu Navaidhoo
146,Haa Dhaalu Nelliadhoo Health Centre,84.0,10.0,True,Health Centre Grade 2,,,,,Haa Dhaalu Nelliadhoo
147,Haa Dhaalu Neykurendhoo Health Centre,85.0,10.0,True,Health Centre Grade 3,,,,,Haa Dhaalu Neykurendhoo
148,Haa Dhaalu Nolhivaram Health Centre,86.0,10.0,True,Health Centre Grade 3,,,,,Haa Dhaalu Nolhivaram
149,Haa Dhaalu Nolhivaranfaru Health Centre,87.0,10.0,True,Health Centre Grade 3,,,,,Haa Dhaalu Nolhivaranfaru
150,Haa Dhaalu Vaikaradhoo Health Centre,88.0,10.0,True,Health Centre Grade 3,,,,,Haa Dhaalu Vaikaradhoo
151,Kulhudhuffushi Regional Hospital,79.0,10.0,True,Hospital Grade 3,,,,,Haa Dhaalu Kulhudhuffushi
152,Kaafu Dhiffushi Health Centre,89.0,11.0,True,Health Centre Grade 2,,,,,Kaafu Dhiffushi
153,Kaafu Gaafaru Health Centre,90.0,11.0,True,Health Centre Grade 2,,,,,Kaafu Gaafaru
154,Kaafu Gulhi Health Centre,91.0,11.0,True,Health Centre Grade 2,,,,,Kaafu Gulhi
155,Kaafu Guraidhoo Health Centre,175.0,20.0,True,Health Centre Grade 3,,,,,Kaafu Guraidhoo
156,Kaafu Himmafushi Health Centre,93.0,11.0,True,Health Centre Grade 3,,,,,Kaafu Himmafushi
157,Kaafu Huraa Health Centre,94.0,11.0,True,Health Centre Grade 2,,,,,Kaafu Huraa
158,Kaafu Kaashidhoo Health Centre,95.0,11.0,True,Health Centre Grade 3,,,,,Kaafu Kaashidhoo
159,Kaafu Maafushi Health Centre,96.0,11.0,True,Health Centre Grade 3,,,,,Kaafu Maafushi
160,Kaafu Thulusdhoo Health Centre,97.0,11.0,True,Health Centre Grade 3,,,,,Kaafu Thulusdhoo
161,Alifu Dhaalu Maamigili Health Centre,15.0,2.0,True,Health Centre Grade 4,,,,,Alifu Dhaalu Maamigili
162,Alifu Dhaalu Omadhoo Health Centre,180.0,20.0,True,Health Centre Grade 2,,,,,Alifu Dhaalu Omadhoo
163,Alifu Dhaalu Kunburudhoo Health Centre,14.0,2.0,True,Health Centre Grade 1,,,,,Alifu Dhaalu Kunburudhoo
164,Alifu Dhaalu Mandhoo Health Centre,17.0,2.0,True,Health Centre Grade 1,,,,,Alifu Dhaalu Mandhoo
165,Alifu Dhaalu Dhangethi Health Centre,9.0,2.0,True,Health Centre Grade 3,,,,,Alifu Dhaalu Dhangethi
166,Alifu Dhaalu Dhigurah Health Centre,10.0,2.0,True,Health Centre Grade 2,,,,,Alifu Dhaalu Dhigurah
167,Alifu Dhaalu Dhihdhoo Health Centre,63.0,9.0,True,Health Centre Grade 1,,,,,Alifu Dhaalu Dhihdhoo
168,Alifu Dhaalu Fenfushi Health Centre,12.0,2.0,True,Health Centre Grade 2,,,,,Alifu Dhaalu Fenfushi
169,Gaafu Alifu Dhevvadhoo Health Centre,44.0,6.0,True,Health Centre Grade 3,,,,,Gaafu Alifu Dhevvadhoo
170,Gaafu Alifu Dhaandhoo Health Centre,43.0,6.0,True,Health Centre Grade 3,,,,,Gaafu Alifu Dhaandhoo
171,Gaafu Alifu Gemanafushi Health Centre,45.0,6.0,True,Health Centre Grade 3,,,,,Gaafu Alifu Gemanafushi
172,Gaafu Alifu Kondey Health Centre,48.0,6.0,True,Health Centre Grade 1,,,,,Gaafu Alifu Kondey
173,Gaafu Alifu Kolamaafushi Health Centre,47.0,6.0,True,Health Centre Grade 3,,,,,Gaafu Alifu Kolamaafushi
174,Gaafu Alifu Maamendhoo Health Centre,106.0,12.0,True,Health Centre Grade 2,,,,,Gaafu Alifu Maamendhoo
175,Gaafu Alifu Nilandhoo Health Centre,50.0,6.0,True,Health Centre Grade 1,,,,,Gaafu Alifu Nilandhoo
176,Gaafu Alifu Atoll Hospital,137.0,17.0,True,Hospital Grade 2,,,,,Gaafu Alifu
177,Gagan Clinic,122.0,14.0,True,General Clinic,,,,,MLE
178,Villimale' Hospital,122.0,14.0,True,Hospital Grade 1,,,,,MLE
179,Advance Medical Clinic,,,False,,General Clinic,"G. Rocketge, Male’, Republic of Maldives",3007788 / 7511844,advancecentralclinic@gmail.com,
180,Central Medical Center,122.0,14.0,False,,General Clinic,"1st Floor& 2nd floor M.Nimsa, Male'",7511844,central.clinic.medical@gmail.com,K. Male'
181,Central Clinic,122.0,14.0,False,,General Clinic,"1st Floor, M. Dhihlee Villa, Male'",7511845,central.clinic.medical@gmail.com,K. Male'
182,Hussain Abdul Samad Memorial Clinic,9.0,2.0,False,,General Clinic,"Maaya, A.Dh. Dhangethi, Republic of Maldives",7978330,hasmcdhangethi@gmail.com,DH. Dhangethi
183,Vital Care,122.0,14.0,False,,General Clinic,"G. Kanduvaige, K.Male'",,vitalcaremaldives@gmail.com,K. Male'
184,Eve Clinic,122.0,14.0,False,,General Clinic,"M. Kovarik, K.Male'",7900788,eveclinicmaldives@gmail.com,K. Male'
185,Mednova Medical Center,122.0,14.0,False,,General Clinic,"M. Aadhilleege, Male'",,mednova.medical.center@gmail.com,K. Male'
186,Pro Care Clinic and Dental Centre,16.0,2.0,False,,General Clinic,"Champaamaage, ADH. Mahibadhoo",9112446,,ADH. Mahibadhoo
187,CyMa Care,,,False,,General Clinic,"M.Naainfaruge, 2nd Floor, Jahaamuguri goalhi, Male’, Republic of Maldives",7901920,cymacare@gmail.com,
188,Aahiyans Medical Clinic,109.0,13.0,False,,General Clinic,"Aahiyaa, Lh. Hinnavaru",7783818,aahiyansmedicalclinic@gmail.com,LH. Hinnavaru
189,Family Relationship Services,122.0,14.0,False,,General Clinic,"H. Maafolhey Villa, ground floor, K. Male'",3327341,shiyana@familyrelationshipservices.com,K. Male'
190,Imperial Medicare Centre,122.0,14.0,False,,General Clinic,"G. Chaman, K.Male'",,lmedicarecenter@gmail.com,K. Male'
191,Ilaa Ali Adam Clinic,79.0,10.0,False,,General Clinic,"Zureethu Irumatheebai, Hdh.Kulhudhuffushi",7747722,ilaaclinic@gmail.com,HDH. Kulhudhuffushi
192,Centre for Traditional Medicine,,,False,,General Clinic,"Ma. Maathandi, K. Male’, Republic of Maldives",3320105 / 9751170,ctm.maldives@gmail.com,
193,RMLS Lab Services,121.0,14.0,False,,General Clinic,"New Hill, Hulhumale' Lot No.10059, K. Hulhumale', Maldives",3355001 / 3355002,pmchulhumale@gmail.com,Hulhumale'
194,Pearl Medical Centre,122.0,14.0,False,,General Clinic,"M. Chanbeyleege, Shaariuvarudhee, Male', Maldives",3305550 / 3315550,pearl@ihsmaldives.com,K. Male'
195,Pearl Medical Centre Hulhumale,122.0,14.0,False,,General Clinic,"Lot No. 10059, New Hill, Hulhumale', K. Male', Maldives",3355001 / 3355002,pmchulhumale@gmail.com,K. Male'
196,Elite Medical Centre,122.0,14.0,False,,General Clinic,"Ma. Boige, K.Male', Republic of Maldives",3333505,info@emc.mv / hr@emc.mc,K. Male'
197,Care Trust Multi Speciality Clinic,122.0,14.0,False,,General Clinic,"Hm Commercial Unit, Huvandhumaa Hingun, Male', Maldives",3359001 / 3359002,info@caretrust.mv,K. Male'
198,Maldicare Clinic,122.0,14.0,False,,General Clinic,"G. Maavehi, K.Male', Republic of Maldives",3331590,admin@maldicare.com,K. Male'
199,Azmi Naeem Medical & Diagnostic Centre,122.0,14.0,False,,General Clinic,"M. Misruvaage, Shaariuvarudhee Magu, Male'",9656649,info@amdc.com.mv,K. Male'
200,My Clinic,122.0,14.0,False,,General Clinic,"Ma. Milano, Ground Floor, K.Male', Republic of Maldives",7776313,admin@myclinic.mv,K. Male'
201,Noosandha,122.0,14.0,False,,General Clinic,"M. Iskandharu Koshi, K.Male', Republic of Maldives",3300078 / 9514450,noosandha@police.gov.mv,K. Male'
202,Faruvaa Clinic,122.0,14.0,False,,General Clinic,"G. Rosary West, K. Male'",,info@faruvaaclinic.mv,K. Male'
203,Vital Care- Kulhudhuffushi,79.0,10.0,False,,General Clinic,"Roazeenaaz, HDh. Kulhudhuffushi, Republic of Maldives",7774517,vitalcaremaldives@gmail.com,HDH. Kulhudhuffushi
204,Dr. Usama's Clinic Maafannu,122.0,14.0,False,,General Clinic,"M. Green Life, K. Male', Republic of Maldives",3330076,dr_osama_o@hotmail.com,K. Male'
205,Listen Clinic,122.0,14.0,False,,General Clinic,"G. Koaheenoor, 1st Floor, K.Male', Republic of Maldives",3007007,info@listen-maldives.com,K. Male'
206,Aims Diagnostic Care,160.0,19.0,False,,General Clinic,"Rihaab, S. Feydhoo, Republic of Maldives",6898091,hr@aimsmaldives.com,S. Feydhoo
207,Dental Studio,,,False,,General Clinic,"ameen avenue, reethigas magu hulhumale",7777466,info@masterdentalcare.com,
208,Dr Usama Dental Clinic,122.0,14.0,False,,General Clinic,"H. Relic, hakuraa goalhi, Male'",3330080,dental@drusamaclinic.com / umc@lsmedicalcenter.com,K. Male'
209,MACL Medical Clinic,,,False,,General Clinic,Velaana International Airport,,,
210,Farook Healthcare,61.0,8.0,False,,General Clinic,"Randhan, Gn. Fuvahmulah",,ibrahimfarooq@gmail.com,GN. Fuvahmulah
211,Southern Care Clinic,153.0,18.0,False,,General Clinic,"Araairu, S. Hithadhoo, Republic of Maldives",9991120,hiyaly@mediquipmaldives.com,S. Hithadhoo
212,Medhope Medical Centre,122.0,14.0,False,,General Clinic,"Ma. Pinnacle, Chaandhanee Magu, Male', Maldives",3334966 / 7894966,medical@medhopegroup.com,K. Male'
213,Clinica,122.0,14.0,False,,General Clinic,"G. Malvina, 1st and ground floor, Male'",3334550 / 3334554,info@clinica.mv,K. Male'
214,Revive Medical Centre,65.0,9.0,False,,General Clinic,"Dheedhaaru, HA. Hoarafushi",,,HA. Hoarafushi
215,Asisa Medical Center,,,False,,General Clinic,"H. Ranveli, Ground Floor,K.Male’, Republic of Maldives",3013900,asisaenterprises@gmail.com,
216,Kulunu Medical Clinic,122.0,14.0,False,,General Clinic,"M. Naarigugasdhoshuge, K.Male'",,kulunumed@gmail.com,K. Male'
217,Dhoonidhoo Clinic,63.0,9.0,False,,General Clinic,"Dhoonidhoo Office Building, K. Dhoonidhoo",,dhoonidhooclinic@police.gov.mv,K. Dhoonidhoo
218,Child Development Clinic,,,False,,General Clinic,ildren.com,,dr.shafeeu@gmail.com,
219,Verso MedicalCentre Alifushi,137.0,17.0,False,,General Clinic,"Flooniyaage, R. Alifushi",,hawwanajudh2207@outlook.com,R. Alifushi
220,Image Centre,122.0,14.0,False,,General Clinic,"H. Shady Palm, Hithafinivaa magu, Male'",3334888,theclinic@maldivesmedicare.com.mv / neeraen@thinkmaldives.com,K. Male'
221,Family Care Clinic and Scan Centre,122.0,14.0,False,,General Clinic,"H. Azum, Ameenee Magu, Male', Maldives",,Shiyaz@familycare.com.mv,K. Male'
222,Primax Medicare,122.0,14.0,False,,General Clinic,"M. Huvandhu Gandhakoalhige, Male', Maldives",7980528,primaxmedicare@gmail.com,K. Male'
223,Dr. Didi Dental Centre,122.0,14.0,False,,General Clinic,"G. Dhathuge, K. Male', Republic of Maldives",3325570,drdididental@live.com,K. Male'
224,Crystal Medicals,,,False,,General Clinic,Ministry of Health,7991232 / 7790671,crystalexpressmv@gmail.com,
